name,metal_pixels,total_pixels,metal_ratio,is_metal,mirror_pixels,mirror_ratio,is_mirror,diffuse_pixels,diffuse_ratio,is_diffuse
acg_planks_028,1985,4194304,0.00047326087951660156,False,0,0.0,False,87177,0.020784616470336914,False
ms_leatherstitch_099,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
st_ceramic_018,0,4194304,0.0,False,0,0.0,False,0,0.0,False
st_white_fabric_073,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
1992_damaged_painted_brick_wall,0,4194304,0.0,False,347331,0.0828101634979248,False,1950982,0.4651503562927246,True
tc_rooftop_011,0,4194304,0.0,False,0,0.0,False,4194205,0.999976396560669,True
0335_pw_cotton_fabric,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
js_stone_base_001,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
th_preconcrete_wall_001,0,4194304,0.0,False,0,0.0,False,4177495,0.9959924221038818,True
1410_stylized_wood_planks_v2,0,4194304,0.0,False,6546,0.0015606880187988281,False,123636,0.02947711944580078,False
cgbc_black_tiles_001,0,4194304,0.0,False,0,0.0,False,452131,0.10779643058776855,False
ms_ground_070__snow_008_c,0,4194304,0.0,False,643,0.0001533031463623047,False,786194,0.18744325637817383,False
0295_concrete_006,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
acg_asphalt_019,0,4194304,0.0,False,0,0.0,False,4154121,0.9904196262359619,True
st_bamboo_decorative_wall,0,4194304,0.0,False,0,0.0,False,4192905,0.9996664524078369,True
ms_leather_020,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
js_bamboo_001,0,4194304,0.0,False,380056,0.09061241149902344,False,1873902,0.44677305221557617,True
0961_arcane_arabesque_patterns,1254849,4194304,0.2991793155670166,True,4181797,0.9970180988311768,True,0,0.0,False
acg_terrazzo_019_m,0,4194304,0.0,False,3684074,0.8783516883850098,True,0,0.0,False
tc_paper_002,0,4194304,0.0,False,0,0.0,False,0,0.0,False
ms_ground_0043__leafy_grass,0,4194304,0.0,False,0,0.0,False,4193972,0.9999208450317383,True
acg_sign_016,2114,4194304,0.0005040168762207031,False,3614460,0.8617544174194336,True,43112,0.010278701782226562,False
acg_tiles_022,0,4194304,0.0,False,3422755,0.8160483837127686,True,184318,0.0439448356628418,False
ms_leatherstitch_068,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
1810_rural_rock_wall,3076696,4194304,0.7335414886474609,True,0,0.0,False,4177707,0.9960429668426514,True
acg_wood_032,0,4194304,0.0,False,0,0.0,False,148959,0.03551459312438965,False
acg_tiles_054,0,4194304,0.0,False,2476,0.0005903244018554688,False,1249892,0.29799747467041016,True
0278_fabric_padded_wall,4194304,4194304,1.0,True,0,0.0,False,0,0.0,False
1666_plastic_base,0,4194304,0.0,False,4194304,1.0,True,0,0.0,False
acg_tiles_003,0,4194304,0.0,False,3729673,0.8892233371734619,True,355660,0.08479595184326172,False
0181_marco_b_broken_concrete_tiles,0,4194304,0.0,False,550632,0.13128089904785156,False,136280,0.03249168395996094,False
ms_paving_stones_080__grass_001,0,4194304,0.0,False,6297,0.001501321792602539,False,1224242,0.2918820381164551,True
th_container_side,0,4194304,0.0,False,0,0.0,False,4194269,0.9999916553497314,True
st_concrete_055,0,4194304,0.0,False,17,4.0531158447265625e-06,False,19543,0.004659414291381836,False
0257_grass_paver,17137,4194304,0.0040857791900634766,False,0,0.0,False,0,0.0,False
tc_bricks_006,0,4194304,0.0,False,0,0.0,False,4047267,0.9649436473846436,True
acg_concrete_045,0,4194304,0.0,False,0,0.0,False,204859,0.04884219169616699,False
th_castle_wall_varriation,0,4194304,0.0,False,1362,0.0003247261047363281,False,3813149,0.909125566482544,True
ms_paintedplaster002_068,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
1264_dark_stone_tiles,2,4194304,4.76837158203125e-07,False,17,4.0531158447265625e-06,False,4182799,0.9972569942474365,True
0403_swamp_creature,0,4194304,0.0,False,27538,0.006565570831298828,False,4084730,0.9738755226135254,True
js_paper_handmade_paper_001,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
cgbc_parquet_flooring_010,0,4194304,0.0,False,124741,0.029740571975708008,False,0,0.0,False
th_white_plaster_rough_002,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
st_ceramic_028,0,4194304,0.0,False,0,0.0,False,0,0.0,False
0354_pw_cotton_fabric,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
1213_ceramic_tile,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
0089_stone_floor,0,4194304,0.0,False,0,0.0,False,4190063,0.9989888668060303,True
1841_concrete_044,0,4194304,0.0,False,0,0.0,False,4193442,0.9997944831848145,True
ms_paving_stones_019__grass_004,0,4194304,0.0,False,1074431,0.2561643123626709,True,1517090,0.36170244216918945,True
0528_wood_024_walnut,0,4194304,0.0,False,0,0.0,False,3981544,0.9492740631103516,True
1966_rock_wall_mossy_yet,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
acg_tiles_129_b,0,4194304,0.0,False,3284197,0.7830135822296143,True,282926,0.06745481491088867,False
st_pavement_028,0,4194304,0.0,False,0,0.0,False,1861533,0.44382405281066895,True
acg_sign_011,2114,4194304,0.0005040168762207031,False,3660064,0.8726272583007812,True,26280,0.0062656402587890625,False
0651_church_tiles,0,4194304,0.0,False,346440,0.08259773254394531,False,1030975,0.2458035945892334,True
1327_brick_wall,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
0202_aluminium_brushed,4194301,4194304,0.9999992847442627,True,5336,0.0012722015380859375,False,1028344,0.2451763153076172,True
0296_concrete_006,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
acg_wood_019,0,4194304,0.0,False,0,0.0,False,1386,0.0003304481506347656,False
1254_dark_stone_tiles,31717,4194304,0.007561922073364258,False,28420,0.006775856018066406,False,4112188,0.9804220199584961,True
0822_dry_mud,0,4194304,0.0,False,952808,0.22716712951660156,True,2565145,0.6115782260894775,True
st_plaster_031,4194304,4194304,1.0,True,3,7.152557373046875e-07,False,4179797,0.9965412616729736,True
st_woodparquet_075,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
th_brick_wall_002,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
1270_dark_stone_tiles,109265,4194304,0.026050806045532227,False,196246,0.046788692474365234,False,2845510,0.6784224510192871,True
tc_plastic_007,0,4194304,0.0,False,0,0.0,False,4155414,0.9907279014587402,True
js_wood_grid_003,0,4194304,0.0,False,0,0.0,False,4064989,0.9691689014434814,True
1811_rural_rock_wall,3141326,4194304,0.7489504814147949,True,0,0.0,False,3859729,0.9202311038970947,True
1916_metal_lead_rough,1580655,4194304,0.3768575191497803,True,1708137,0.40725159645080566,True,0,0.0,False
0999_marble_stone,0,4194304,0.0,False,3898175,0.9293973445892334,True,5350,0.0012755393981933594,False
2082_interior_walls,4194304,4194304,1.0,True,0,0.0,False,3643520,0.868682861328125,True
cgbc_stepping_stone_tiles_002,0,4194304,0.0,False,27,6.4373016357421875e-06,False,4140918,0.987271785736084,True
1336_stone_tiles_master,0,4194304,0.0,False,3275130,0.7808518409729004,True,331057,0.07893013954162598,False
1711_stone_tiles_001,0,4194304,0.0,False,12514,0.002983570098876953,False,2664758,0.6353278160095215,True
ms_paintedplaster001_007,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
ms_paving_stones_058__grass_004,0,4194304,0.0,False,571887,0.13634848594665527,False,1680200,0.4005908966064453,True
ms_painted_bricks_002__concrete_033,0,4194304,0.0,False,2459,0.0005862712860107422,False,2172586,0.5179848670959473,True
st_wood_parquet_square_006,0,4194304,0.0,False,0,0.0,False,0,0.0,False
acg_metal_walkway_007,3939444,4194304,0.9392366409301758,True,1352255,0.3224027156829834,True,292002,0.06961870193481445,False
ms_bricks_080_b__concrete_043_a,0,4194304,0.0,False,497,0.00011849403381347656,False,1373943,0.3275735378265381,True
0602_pw_plank_wood_base,0,4194304,0.0,False,4194304,1.0,True,0,0.0,False
1593_japanese_style_concrete_retaining_wall_01,0,4194304,0.0,False,0,0.0,False,3501440,0.834808349609375,True
tc_paper_003,0,4194304,0.0,False,0,0.0,False,4019888,0.9584159851074219,True
0132_steel_003_bitmap,4194304,4194304,1.0,True,0,0.0,False,0,0.0,False
th_white_plaster_002,0,4194304,0.0,False,0,0.0,False,4194281,0.9999945163726807,True
1333_stone_tiles_master,0,4194304,0.0,False,1319173,0.3145153522491455,True,270570,0.06450891494750977,False
st_hungarian_parquet_015,0,4194304,0.0,False,0,0.0,False,0,0.0,False
js_wood_ob_001,0,4194304,0.0,False,0,0.0,False,2356733,0.5618889331817627,True
js_stylized_010_alien_eggs,0,4194304,0.0,False,3023318,0.7208151817321777,True,15794,0.003765583038330078,False
1501_skin_facial_hair,0,4194304,0.0,False,0,0.0,False,0,0.0,False
1343_stone_tiles_master,0,4194304,0.0,False,2733465,0.6517088413238525,True,108936,0.025972366333007812,False
ms_leatherstitch_066,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
cgbc_dark_wooden_parquet_flooring_001,0,4194304,0.0,False,4298,0.0010247230529785156,False,252,6.008148193359375e-05,False
0300_concrete_010,0,4194304,0.0,False,0,0.0,False,4166734,0.9934267997741699,True
0706_deck_metal_gripstrips,171626,4194304,0.040918827056884766,False,105061,0.025048494338989258,False,593229,0.14143681526184082,False
acg_fabric_033,0,4194304,0.0,False,0,0.0,False,4193656,0.9998455047607422,True
1211_ceramic_tile,0,4194304,0.0,False,4194304,1.0,True,0,0.0,False
acg_tiles_063,0,4194304,0.0,False,161625,0.03853440284729004,False,296306,0.07064485549926758,False
st_fabric_066_002,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
st_terrazzo_dark,0,4194304,0.0,False,366,8.726119995117188e-05,False,1821750,0.4343390464782715,True
1271_dark_stone_tiles,27860,4194304,0.006642341613769531,False,26382,0.006289958953857422,False,4040208,0.9632606506347656,True
st_brick_wall_022,0,4194304,0.0,False,0,0.0,False,1298138,0.30950021743774414,True
0798_metal_overlaping_plates_bolted,4194304,4194304,1.0,True,683436,0.16294384002685547,False,109387,0.026079893112182617,False
acg_paving_stones_088,0,4194304,0.0,False,20,4.76837158203125e-06,False,3850834,0.9181103706359863,True
tc_food_015,0,4194304,0.0,False,875861,0.20882153511047363,True,14,3.337860107421875e-06,False
ms_paintedplaster002_043,0,4194304,0.0,False,0,0.0,False,4194300,0.9999990463256836,True
th_dirty_carpet,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
ms_paintedplaster002_045,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
1258_dark_stone_tiles,36664,4194304,0.008741378784179688,False,233982,0.0557856559753418,False,3522621,0.8398582935333252,True
acg_metal_018,1793016,4194304,0.4274883270263672,True,786701,0.18756413459777832,False,181614,0.04330015182495117,False
st_nickel_old_000,4194304,4194304,1.0,True,3546574,0.8455691337585449,True,15,3.5762786865234375e-06,False
st_tiling_029,0,4194304,0.0,False,0,0.0,False,0,0.0,False
tc_food_017,0,4194304,0.0,False,0,0.0,False,22189,0.00529026985168457,False
st_camouflage_027,0,4194304,0.0,False,0,0.0,False,4185842,0.9979825019836426,True
st_plaster_025,0,4194304,0.0,False,0,0.0,False,1157886,0.2760615348815918,True
js_facades_006,2121584,4194304,0.5058250427246094,True,2315580,0.5520772933959961,True,245158,0.05845022201538086,False
acg_bricks_028,0,4194304,0.0,False,0,0.0,False,1971108,0.46994876861572266,True
acg_wood_088,0,4194304,0.0,False,0,0.0,False,384294,0.09162282943725586,False
0652_church_tiles,0,4194304,0.0,False,305514,0.07284021377563477,False,1031212,0.24586009979248047,True
acg_metal_043_b,4180443,4194304,0.9966952800750732,True,11261,0.0026848316192626953,False,368,8.7738037109375e-05,False
th_concrete_wall_007,0,4194304,0.0,False,0,0.0,False,4194203,0.9999759197235107,True
0112_cliff,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
1234_rough_wall_paint,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
acg_planks_004,0,4194304,0.0,False,0,0.0,False,657965,0.15687108039855957,False
ms_leatherstitch_067,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
acg_sign_021,2114,4194304,0.0005040168762207031,False,2553146,0.6087174415588379,True,882562,0.2104191780090332,True
1782_fabric_silk,171984,4194304,0.041004180908203125,False,0,0.0,False,3627713,0.8649141788482666,True
tc_others_031,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
ms_gravel_027__grass_001,0,4194304,0.0,False,3769,0.0008985996246337891,False,1339887,0.3194539546966553,True
acg_paving_stones_045,0,4194304,0.0,False,0,0.0,False,2887634,0.6884655952453613,True
acg_paving_stones_016,0,4194304,0.0,False,16,3.814697265625e-06,False,565327,0.13478446006774902,False
0874_aged_chrome,4194291,4194304,0.9999969005584717,True,4158648,0.9914989471435547,True,32,7.62939453125e-06,False
tc_wood_022,0,4194304,0.0,False,0,0.0,False,5435,0.0012958049774169922,False
ms_paving_stones_034__grass_002,0,4194304,0.0,False,348454,0.08307790756225586,False,69425,0.016552209854125977,False
acg_bricks_021,0,4194304,0.0,False,0,0.0,False,2217,0.0005285739898681641,False
ms_leather_studs_002,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
acg_planks_007,0,4194304,0.0,False,0,0.0,False,1167557,0.278367280960083,True
1986_damaged_painted_brick_wall,0,4194304,0.0,False,202342,0.04824209213256836,False,2487083,0.5929667949676514,True
st_fabric_147,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
2158_copper_plates,4194270,4194304,0.9999918937683105,True,1011853,0.24124455451965332,True,1933,0.0004608631134033203,False
0423_old_wood,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
1247_metal_base,4194304,4194304,1.0,True,4194304,1.0,True,0,0.0,False
cgbc_dark_ocean_tiles_002,0,4194304,0.0,False,4128194,0.9842381477355957,True,0,0.0,False
acg_wood_floor_059,0,4194304,0.0,False,2288,0.000545501708984375,False,147575,0.035184621810913086,False
st_camouflage_008,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
1274_dark_stone_tiles,4947,4194304,0.0011794567108154297,False,383864,0.09152030944824219,False,2833451,0.6755473613739014,True
ms_paintedplaster002_010,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
1064_stylized_rock_tile,0,4194304,0.0,False,0,0.0,False,4193875,0.9998977184295654,True
acg_tiles_127,0,4194304,0.0,False,3435223,0.8190209865570068,True,718331,0.1712634563446045,False
th_wall_bricks_plaster,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
0106_stone_floor,0,4194304,0.0,False,0,0.0,False,4192434,0.9995541572570801,True
1165_wood_planks_aged,86,4194304,2.0503997802734375e-05,False,0,0.0,False,4043925,0.9641468524932861,True
1990_damaged_painted_brick_wall,0,4194304,0.0,False,0,0.0,False,3259411,0.7771041393280029,True
0923_ceramic_mat,0,4194304,0.0,False,12904,0.0030765533447265625,False,3651129,0.8704969882965088,True
acg_metal_033,4194304,4194304,1.0,True,3953110,0.9424948692321777,True,0,0.0,False
2016_duct_tape,3807702,4194304,0.9078269004821777,True,0,0.0,False,4187907,0.9984748363494873,True
ms_leather_022,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
0163_metal_bolted_square_plate,2134233,4194304,0.508840799331665,True,94583,0.022550344467163086,False,0,0.0,False
0212_substance_designer-banana,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
acg_bricks_022,0,4194304,0.0,False,70,1.6689300537109375e-05,False,1256908,0.2996702194213867,True
tc_fabric_010,0,4194304,0.0,False,0,0.0,False,4144185,0.9880506992340088,True
tc_plastic_020,0,4194304,0.0,False,0,0.0,False,0,0.0,False
cgbc_painted_metal_002,2779501,4194304,0.6626846790313721,True,3510845,0.8370506763458252,True,0,0.0,False
1760_embossed_metal,4194304,4194304,1.0,True,1875367,0.44712233543395996,True,343710,0.08194684982299805,False
th_roof_009,0,4194304,0.0,False,6371,0.0015189647674560547,False,2466585,0.5880796909332275,True
acg_bricks_014,0,4194304,0.0,False,0,0.0,False,1493603,0.35610270500183105,True
st_tiling_075,0,4194304,0.0,False,0,0.0,False,3417588,0.8148164749145508,True
st_metallic_blue,4194304,4194304,1.0,True,4194304,1.0,True,0,0.0,False
1706_stone_tiles_001,0,4194304,0.0,False,2142,0.0005106925964355469,False,2341145,0.5581724643707275,True
acg_terrazzo_012,0,4194304,0.0,False,2752258,0.6561894416809082,True,0,0.0,False
st_fabric_120,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
tc_plastic_008,0,4194304,0.0,False,0,0.0,False,0,0.0,False
acg_wood_008,0,4194304,0.0,False,0,0.0,False,42968,0.010244369506835938,False
st_fabric_062_005,0,4194304,0.0,False,0,0.0,False,484844,0.11559581756591797,False
1392_brickswith_paint,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
th_planks_brown_010,0,4194304,0.0,False,4366,0.0010409355163574219,False,4067189,0.9696934223175049,True
tc_metal_015,183254,4194304,0.043691158294677734,False,491,0.00011706352233886719,False,0,0.0,False
tc_paper_010,0,4194304,0.0,False,1013450,0.24162530899047852,True,0,0.0,False
1492_carbon_fiber,0,4194304,0.0,False,44641,0.010643243789672852,False,2081864,0.4963550567626953,True
acg_facade_017,0,4194304,0.0,False,1331635,0.3174865245819092,True,145151,0.0346066951751709,False
ms_ground_030__snow_009_c,0,4194304,0.0,False,1644,0.00039196014404296875,False,3989216,0.9511032104492188,True
0398_swamp_creature,0,4194304,0.0,False,417285,0.09948849678039551,False,2545908,0.6069917678833008,True
acg_paving_stones_091,0,4194304,0.0,False,148,3.528594970703125e-05,False,3108181,0.7410480976104736,True
acg_wood_siding_006,0,4194304,0.0,False,0,0.0,False,3660402,0.8727078437805176,True
acg_planks_036_b,0,4194304,0.0,False,0,0.0,False,209557,0.04996228218078613,False
0554_metal_steel_bumped,4194284,4194304,0.999995231628418,True,4176485,0.9957516193389893,True,0,0.0,False
0647_church_tiles,0,4194304,0.0,False,360132,0.0858621597290039,False,1010396,0.24089717864990234,True
0615_concrete_063,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
0422_old_wood,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
st_tiling_045,0,4194304,0.0,False,0,0.0,False,259392,0.0618438720703125,False
js_fabric_denim_001,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
tc_concrete_024,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
tc_paper_016,0,4194304,0.0,False,4194304,1.0,True,0,0.0,False
acg_paving_stones_017,0,4194304,0.0,False,0,0.0,False,342558,0.08167219161987305,False
acg_painted_metal_016,28802,4194304,0.006866931915283203,False,261604,0.062371253967285156,False,2154155,0.5135905742645264,True
st_wood_parquet_063,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
st_ceramic_021,0,4194304,0.0,False,0,0.0,False,0,0.0,False
acg_wood_079,0,4194304,0.0,False,0,0.0,False,3561932,0.8492307662963867,True
tc_metal_024,0,4194304,0.0,False,3482888,0.8303852081298828,True,0,0.0,False
th_floor_tiles_006,0,4194304,0.0,False,0,0.0,False,3164,0.0007543563842773438,False
0988_snow,0,4194304,0.0,False,100647,0.02399611473083496,False,3625755,0.8644473552703857,True
0871_aged_chrome,4194304,4194304,1.0,True,4194304,1.0,True,0,0.0,False
tc_plastic_001,0,4194304,0.0,False,0,0.0,False,508703,0.12128424644470215,False
1168_wood_planks_aged,7,4194304,1.6689300537109375e-06,False,15380,0.0036668777465820312,False,3459316,0.8247652053833008,True
acg_planks_010,0,4194304,0.0,False,55,1.3113021850585938e-05,False,293948,0.0700826644897461,False
ms_paving_stones_073__grass_001,0,4194304,0.0,False,3583,0.0008542537689208984,False,2576468,0.6142778396606445,True
acg_wood_038,0,4194304,0.0,False,3003,0.0007159709930419922,False,1131069,0.2696678638458252,True
2095_square_wall,0,4194304,0.0,False,469,0.00011181831359863281,False,2157493,0.5143864154815674,True
st_tiling_035,0,4194304,0.0,False,0,0.0,False,2746581,0.6548359394073486,True
0453_stacked_rectangular_stones,0,4194304,0.0,False,0,0.0,False,4167381,0.9935810565948486,True
0401_swamp_creature,0,4194304,0.0,False,3440463,0.820270299911499,True,287594,0.06856775283813477,False
ms_paintedplaster002_066,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
1524_wood_base,0,4194304,0.0,False,4193334,0.9997687339782715,True,1,2.384185791015625e-07,False
js_tiles_floor_002,0,4194304,0.0,False,304725,0.07265210151672363,False,503744,0.1201019287109375,False
th_large_floor_tiles_002,0,4194304,0.0,False,14,3.337860107421875e-06,False,4175444,0.9955034255981445,True
js_leather_base_003,0,4194304,0.0,False,0,0.0,False,3073562,0.7327942848205566,True
1158_fake_croc,0,4194304,0.0,False,0,0.0,False,3839604,0.9154329299926758,True
acg_wood_floor_013,0,4194304,0.0,False,1633,0.00038933753967285156,False,0,0.0,False
acg_wood_082_a,0,4194304,0.0,False,157351,0.03751540184020996,False,0,0.0,False
1909_leather_002_bitmap,0,4194304,0.0,False,16082,0.003834247589111328,False,149251,0.035584211349487305,False
ms_bricks_015__concrete_020,0,4194304,0.0,False,354432,0.084503173828125,False,1782272,0.4249267578125,True
acg_painted_metal_003,3228076,4194304,0.7696332931518555,True,194316,0.04632854461669922,False,400107,0.09539294242858887,False
1262_dark_stone_tiles,18886,4194304,0.004502773284912109,False,69899,0.016665220260620117,False,3993167,0.952045202255249,True
0690_trunk,0,4194304,0.0,False,0,0.0,False,4194304,1.0,True
