name,metal_pixels,total_pixels,metal_ratio,is_metal
1327_brick_wall,0,4194304,0.0,False
0202_aluminium_brushed,4194301,4194304,0.9999992847442627,True
0296_concrete_006,0,4194304,0.0,False
acg_wood_019,0,4194304,0.0,False
1254_dark_stone_tiles,31717,4194304,0.007561922073364258,False
0822_dry_mud,0,4194304,0.0,False
st_plaster_031,4194304,4194304,1.0,True
st_woodparquet_075,0,4194304,0.0,False
th_brick_wall_002,0,4194304,0.0,False
1270_dark_stone_tiles,109265,4194304,0.026050806045532227,False
tc_plastic_007,0,4194304,0.0,False
js_wood_grid_003,0,4194304,0.0,False
1811_rural_rock_wall,3141326,4194304,0.7489504814147949,True
1916_metal_lead_rough,1580655,4194304,0.3768575191497803,True
0999_marble_stone,0,4194304,0.0,False
2082_interior_walls,4194304,4194304,1.0,True
cgbc_stepping_stone_tiles_002,0,4194304,0.0,False
1336_stone_tiles_master,0,4194304,0.0,False
1711_stone_tiles_001,0,4194304,0.0,False
ms_paintedplaster001_007,0,4194304,0.0,False
ms_paving_stones_058__grass_004,0,4194304,0.0,False
ms_painted_bricks_002__concrete_033,0,4194304,0.0,False
st_wood_parquet_square_006,0,4194304,0.0,False
acg_metal_walkway_007,3939444,4194304,0.9392366409301758,True
ms_bricks_080_b__concrete_043_a,0,4194304,0.0,False
0602_pw_plank_wood_base,0,4194304,0.0,False
1593_japanese_style_concrete_retaining_wall_01,0,4194304,0.0,False
tc_paper_003,0,4194304,0.0,False
0132_steel_003_bitmap,4194304,4194304,1.0,True
th_white_plaster_002,0,4194304,0.0,False
1333_stone_tiles_master,0,4194304,0.0,False
st_hungarian_parquet_015,0,4194304,0.0,False
js_wood_ob_001,0,4194304,0.0,False
js_stylized_010_alien_eggs,0,4194304,0.0,False
1501_skin_facial_hair,0,4194304,0.0,False
1343_stone_tiles_master,0,4194304,0.0,False
ms_leatherstitch_066,0,4194304,0.0,False
cgbc_dark_wooden_parquet_flooring_001,0,4194304,0.0,False
0300_concrete_010,0,4194304,0.0,False
0706_deck_metal_gripstrips,171626,4194304,0.040918827056884766,False
acg_fabric_033,0,4194304,0.0,False
1211_ceramic_tile,0,4194304,0.0,False
acg_tiles_063,0,4194304,0.0,False
st_fabric_066_002,0,4194304,0.0,False
st_terrazzo_dark,0,4194304,0.0,False
1271_dark_stone_tiles,27860,4194304,0.006642341613769531,False
st_brick_wall_022,0,4194304,0.0,False
0798_metal_overlaping_plates_bolted,4194304,4194304,1.0,True
acg_paving_stones_088,0,4194304,0.0,False
tc_food_015,0,4194304,0.0,False
ms_paintedplaster002_043,0,4194304,0.0,False
th_dirty_carpet,0,4194304,0.0,False
ms_paintedplaster002_045,0,4194304,0.0,False
1258_dark_stone_tiles,36664,4194304,0.008741378784179688,False
acg_metal_018,1793016,4194304,0.4274883270263672,True
st_nickel_old_000,4194304,4194304,1.0,True
st_tiling_029,0,4194304,0.0,False
tc_food_017,0,4194304,0.0,False
st_camouflage_027,0,4194304,0.0,False
st_plaster_025,0,4194304,0.0,False
js_facades_006,2121584,4194304,0.5058250427246094,True
acg_bricks_028,0,4194304,0.0,False
acg_wood_088,0,4194304,0.0,False
0652_church_tiles,0,4194304,0.0,False
acg_metal_043_b,4180443,4194304,0.9966952800750732,True
th_concrete_wall_007,0,4194304,0.0,False
0112_cliff,0,4194304,0.0,False
1234_rough_wall_paint,0,4194304,0.0,False
acg_planks_004,0,4194304,0.0,False
ms_leatherstitch_067,0,4194304,0.0,False
acg_sign_021,2114,4194304,0.0005040168762207031,False
1782_fabric_silk,171984,4194304,0.041004180908203125,False
tc_others_031,0,4194304,0.0,False
ms_gravel_027__grass_001,0,4194304,0.0,False
acg_paving_stones_045,0,4194304,0.0,False
acg_paving_stones_016,0,4194304,0.0,False
0874_aged_chrome,4194291,4194304,0.9999969005584717,True
tc_wood_022,0,4194304,0.0,False
ms_paving_stones_034__grass_002,0,4194304,0.0,False
acg_bricks_021,0,4194304,0.0,False
ms_leather_studs_002,0,4194304,0.0,False
acg_planks_007,0,4194304,0.0,False
1986_damaged_painted_brick_wall,0,4194304,0.0,False
st_fabric_147,0,4194304,0.0,False
2158_copper_plates,4194270,4194304,0.9999918937683105,True
0423_old_wood,0,4194304,0.0,False
1247_metal_base,4194304,4194304,1.0,True
cgbc_dark_ocean_tiles_002,0,4194304,0.0,False
acg_wood_floor_059,0,4194304,0.0,False
st_camouflage_008,0,4194304,0.0,False
1274_dark_stone_tiles,4947,4194304,0.0011794567108154297,False
ms_paintedplaster002_010,0,4194304,0.0,False
1064_stylized_rock_tile,0,4194304,0.0,False
acg_tiles_127,0,4194304,0.0,False
th_wall_bricks_plaster,0,4194304,0.0,False
0106_stone_floor,0,4194304,0.0,False
1165_wood_planks_aged,86,4194304,2.0503997802734375e-05,False
1990_damaged_painted_brick_wall,0,4194304,0.0,False
0923_ceramic_mat,0,4194304,0.0,False
acg_metal_033,4194304,4194304,1.0,True
2016_duct_tape,3807702,4194304,0.9078269004821777,True
ms_leather_022,0,4194304,0.0,False
0163_metal_bolted_square_plate,2134233,4194304,0.508840799331665,True
0212_substance_designer-banana,0,4194304,0.0,False
acg_bricks_022,0,4194304,0.0,False
tc_fabric_010,0,4194304,0.0,False
tc_plastic_020,0,4194304,0.0,False
cgbc_painted_metal_002,2779501,4194304,0.6626846790313721,True
1760_embossed_metal,4194304,4194304,1.0,True
th_roof_009,0,4194304,0.0,False
acg_bricks_014,0,4194304,0.0,False
st_tiling_075,0,4194304,0.0,False
st_metallic_blue,4194304,4194304,1.0,True
1706_stone_tiles_001,0,4194304,0.0,False
acg_terrazzo_012,0,4194304,0.0,False
st_fabric_120,0,4194304,0.0,False
tc_plastic_008,0,4194304,0.0,False
acg_wood_008,0,4194304,0.0,False
st_fabric_062_005,0,4194304,0.0,False
1392_brickswith_paint,0,4194304,0.0,False
th_planks_brown_010,0,4194304,0.0,False
tc_metal_015,183254,4194304,0.043691158294677734,False
tc_paper_010,0,4194304,0.0,False
1492_carbon_fiber,0,4194304,0.0,False
acg_facade_017,0,4194304,0.0,False
ms_ground_030__snow_009_c,0,4194304,0.0,False
0398_swamp_creature,0,4194304,0.0,False
acg_paving_stones_091,0,4194304,0.0,False
acg_wood_siding_006,0,4194304,0.0,False
acg_planks_036_b,0,4194304,0.0,False
0554_metal_steel_bumped,4194284,4194304,0.999995231628418,True
0647_church_tiles,0,4194304,0.0,False
0615_concrete_063,0,4194304,0.0,False
0422_old_wood,0,4194304,0.0,False
st_tiling_045,0,4194304,0.0,False
js_fabric_denim_001,0,4194304,0.0,False
tc_concrete_024,0,4194304,0.0,False
tc_paper_016,0,4194304,0.0,False
acg_paving_stones_017,0,4194304,0.0,False
acg_painted_metal_016,28802,4194304,0.006866931915283203,False
st_wood_parquet_063,0,4194304,0.0,False
st_ceramic_021,0,4194304,0.0,False
acg_wood_079,0,4194304,0.0,False
tc_metal_024,0,4194304,0.0,False
th_floor_tiles_006,0,4194304,0.0,False
0988_snow,0,4194304,0.0,False
0871_aged_chrome,4194304,4194304,1.0,True
tc_plastic_001,0,4194304,0.0,False
1168_wood_planks_aged,7,4194304,1.6689300537109375e-06,False
acg_planks_010,0,4194304,0.0,False
ms_paving_stones_073__grass_001,0,4194304,0.0,False
acg_wood_038,0,4194304,0.0,False
2095_square_wall,0,4194304,0.0,False
st_tiling_035,0,4194304,0.0,False
0453_stacked_rectangular_stones,0,4194304,0.0,False
0401_swamp_creature,0,4194304,0.0,False
ms_paintedplaster002_066,0,4194304,0.0,False
1524_wood_base,0,4194304,0.0,False
js_tiles_floor_002,0,4194304,0.0,False
th_large_floor_tiles_002,0,4194304,0.0,False
js_leather_base_003,0,4194304,0.0,False
1158_fake_croc,0,4194304,0.0,False
acg_wood_floor_013,0,4194304,0.0,False
acg_wood_082_a,0,4194304,0.0,False
1909_leather_002_bitmap,0,4194304,0.0,False
ms_bricks_015__concrete_020,0,4194304,0.0,False
acg_painted_metal_003,3228076,4194304,0.7696332931518555,True
1262_dark_stone_tiles,18886,4194304,0.004502773284912109,False
0690_trunk,0,4194304,0.0,False
acg_corrugated_steel_008_c,10777,4194304,0.002569437026977539,False
0336_pw_cotton_fabric,0,4194304,0.0,False
1188_wenge,0,4194304,0.0,False
cgbc_brick_wall_019,0,4194304,0.0,False
1958_rock_wall_mossy_yet,0,4194304,0.0,False
ms_leather_003,0,4194304,0.0,False
tc_plastic_003,0,4194304,0.0,False
js_tech_plastic_grid_002,0,4194304,0.0,False
ms_plastic003_028,0,4194304,0.0,False
1510_wood_base,0,4194304,0.0,False
st_pavement_027,0,4194304,0.0,False
acg_wood_floor_033,0,4194304,0.0,False
0379_fantasy_elf_stone_floor,3572505,4194304,0.8517515659332275,True
acg_corrugated_steel_006_b,12417,4194304,0.0029604434967041016,False
0966_arcane_arabesque_patterns,986189,4194304,0.23512578010559082,True
cgbc_marble_tiles_001,0,4194304,0.0,False
0635_metal_006,4194304,4194304,1.0,True
cgbc_granite_001_large,0,4194304,0.0,False
1895_wood_planks_old_beat,0,4194304,0.0,False
2004_duct_tape,4194304,4194304,1.0,True
1351_sand,0,4194304,0.0,False
ms_plastic003_025,0,4194304,0.0,False
1364_camouflage_001,0,4194304,0.0,False
1628_metal_steel_parkerized,4194304,4194304,1.0,True
ms_plastic002_042,0,4194304,0.0,False
0298_concrete_006,0,4194304,0.0,False
2177_bruno_copacabana,0,4194304,0.0,False
1607_japanese_style_concrete_retaining_wall_01,0,4194304,0.0,False
cgbc_black_tiles_006,0,4194304,0.0,False
0774_stylized_rock,0,4194304,0.0,False
js_scifi_panels_007,2498087,4194304,0.595590353012085,True
acg_bricks_011,0,4194304,0.0,False
0120_cliff,0,4194304,0.0,False
0893_metal_scratches_rust,3956572,4194304,0.9433202743530273,True
0494_sci_fi_007,4194304,4194304,1.0,True
1708_stone_tiles_001,0,4194304,0.0,False
0492_rock_moss,0,4194304,0.0,False
1359_sand,0,4194304,0.0,False
acg_painted_wood_002,0,4194304,0.0,False
acg_tiles_049,0,4194304,0.0,False
st_square_wood_parquet_023,0,4194304,0.0,False
acg_paving_stones_006,0,4194304,0.0,False
ms_leather_021,0,4194304,0.0,False
tc_metal_040,4194304,4194304,1.0,True
1471_sand_dunes,0,4194304,0.0,False
1923_metal_chainmail,4194304,4194304,1.0,True
0344_pw_cotton_fabric,0,4194304,0.0,False
acg_concrete_029,0,4194304,0.0,False
1864_hole_mesh,0,4194304,0.0,False
tc_fabrics_067,0,4194304,0.0,False
1091_crocodile_skin,0,4194304,0.0,False
2000_duct_tape,4194304,4194304,1.0,True
st_camouflage_007,0,4194304,0.0,False
1648_coconut_palm_tree_v3,0,4194304,0.0,False
js_tiles_metallic_001,3901871,4194304,0.9302785396575928,True
1652_fur_cow_long,0,4194304,0.0,False
acg_metal_plates_011,16390,4194304,0.003907680511474609,False
acg_carpet_004,0,4194304,0.0,False
cgbc_granite_004_small,0,4194304,0.0,False
0208_substance_designer-banana,0,4194304,0.0,False
st_fabric_103,0,4194304,0.0,False
st_bamboo_000,0,4194304,0.0,False
acg_asphalt_026_a,0,4194304,0.0,False
0661_church_tiles,0,4194304,0.0,False
0889_metal_scratches_rust,3034023,4194304,0.72336745262146,True
1116_damaged_broken_wall_v2,0,4194304,0.0,False
acg_bricks_088,0,4194304,0.0,False
1334_stone_tiles_master,0,4194304,0.0,False
st_ceramic_031,0,4194304,0.0,False
acg_wood_069,0,4194304,0.0,False
st_tiling_067,0,4194304,0.0,False
0514_sci_fi_007,4194304,4194304,1.0,True
st_camouflage_024,0,4194304,0.0,False
ms_leather_015,0,4194304,0.0,False
th_slab_tiles,0,4194304,0.0,False
0186_aluminium_brushed,3875925,4194304,0.9240925312042236,True
acg_chainmail_001,4194081,4194304,0.9999468326568604,True
0094_stone_floor,0,4194304,0.0,False
1731_old_brick_generator,187,4194304,4.458427429199219e-05,False
acg_fabric_035,0,4194304,0.0,False
st_wood_frame_006,0,4194304,0.0,False
js_facades_008,0,4194304,0.0,False
ms_plastic002_000,0,4194304,0.0,False
cgbc_wood_010,0,4194304,0.0,False
1329_brick_wall,0,4194304,0.0,False
tc_tiles_089,0,4194304,0.0,False
0247_grass_paver,15618,4194304,0.003723621368408203,False
1605_japanese_style_concrete_retaining_wall_01,0,4194304,0.0,False
tc_paper_020,0,4194304,0.0,False
ms_paving_stones_046__grass_001,0,4194304,0.0,False
tc_paper_014,1513332,4194304,0.3608064651489258,True
0984_snow,0,4194304,0.0,False
1181_wenge,0,4194304,0.0,False
0937_granite_001,0,4194304,0.0,False
tc_tiles_026,0,4194304,0.0,False
2185_bruno_copacabana,0,4194304,0.0,False
st_wood_parquet_058,0,4194304,0.0,False
1955_herringbone_brick_floor_-_procedural,0,4194304,0.0,False
tc_wood_048,0,4194304,0.0,False
acg_paving_stones_011,0,4194304,0.0,False
js_metal_ornament_001,2595363,4194304,0.6187827587127686,True
th_medieval_wood,0,4194304,0.0,False
1180_wenge,0,4194304,0.0,False
0109_cliff,0,4194304,0.0,False
th_asphalt_001,0,4194304,0.0,False
0586_pw_plank_wood_base,0,4194304,0.0,False
st_anzem,0,4194304,0.0,False
0269_fabric_padded_wall,4194304,4194304,1.0,True
cgbc_scratched_painted_metal_001,145948,4194304,0.034796714782714844,False
0243_stucco,0,4194304,0.0,False
js_tiles_decorative_009,0,4194304,0.0,False
1459_base_wood,0,4194304,0.0,False
acg_planks_037_b,0,4194304,0.0,False
js_scifi_panels_010,0,4194304,0.0,False
0470_concrete_085,0,4194304,0.0,False
st_bark_013,0,4194304,0.0,False
acg_wood_054,0,4194304,0.0,False
tc_others_019,428686,4194304,0.10220670700073242,False
acg_terrazzo_016,0,4194304,0.0,False
1518_wood_base,0,4194304,0.0,False
tc_concrete_026,0,4194304,0.0,False
acg_porcelain_002,0,4194304,0.0,False
0371_wood_base_material,0,4194304,0.0,False
1549_furniture_plastic_melamine,0,4194304,0.0,False
1093_crocodile_skin,0,4194304,0.0,False
acg_tiles_026,0,4194304,0.0,False
tc_metal_041,4194304,4194304,1.0,True
1548_furniture_plastic_melamine,0,4194304,0.0,False
0746_biker_leather,0,4194304,0.0,False
acg_chipboard_001,0,4194304,0.0,False
th_laminate_floor,0,4194304,0.0,False
1408_stylized_wood_planks_v2,0,4194304,0.0,False
cgbc_marble_006,0,4194304,0.0,False
th_grooved_concrete_driveway,0,4194304,0.0,False
acg_wood_floor_040,0,4194304,0.0,False
acg_concrete_038,0,4194304,0.0,False
th_mossy_sandstone,0,4194304,0.0,False
1486_carbon_fiber,0,4194304,0.0,False
0783_stylized_rock,0,4194304,0.0,False
ms_paving_stones_077__grass_003,0,4194304,0.0,False
cgbc_stop_road_marking_001,0,4194304,0.0,False
acg_planks_024_a,5822,4194304,0.0013880729675292969,False
tc_fabrics_046,0,4194304,0.0,False
ms_paintedplaster001_016,0,4194304,0.0,False
ms_ground_0019__stylized_15_grass,0,4194304,0.0,False
st_tiling_066,0,4194304,0.0,False
1301_pattern_tile,2243404,4194304,0.5348691940307617,True
0612_concrete_063,0,4194304,0.0,False
st_ceramic_006,0,4194304,0.0,False
st_fabric_080,0,4194304,0.0,False
tc_tiles_039,0,4194304,0.0,False
tc_marble_009,0,4194304,0.0,False
cgbc_battered_metal_001,4189106,4194304,0.9987607002258301,True
ms_plastic003_018,0,4194304,0.0,False
1058_ground_seattle_beach,0,4194304,0.0,False
0733_biker_leather,0,4194304,0.0,False
0644_metal_006,4194304,4194304,1.0,True
1921_metal_chainmail,4194304,4194304,1.0,True
acg_granite_003_a,0,4194304,0.0,False
st_bamboo_wall_002,0,4194304,0.0,False
1764_embossed_metal,4194304,4194304,1.0,True
ms_bricks_057__concrete_024,0,4194304,0.0,False
1804_bricks,4194304,4194304,1.0,True
acg_fabric_045,0,4194304,0.0,False
1462_sand_dunes,0,4194304,0.0,False
tc_metal_016,1467114,4194304,0.34978723526000977,True
0031_shingles,0,4194304,0.0,False
tc_marble_012,0,4194304,0.0,False
acg_paving_stones_097,0,4194304,0.0,False
acg_solar_panel_001,4187320,4194304,0.9983348846435547,True
acg_diamond_plate_008_c,3588811,4194304,0.8556392192840576,True
acg_marble_001,0,4194304,0.0,False
st_tiling_037,0,4194304,0.0,False
st_pavement_004,0,4194304,0.0,False
ms_ground_067__snow_009_c,0,4194304,0.0,False
cgbc_faux_leather_tiles_002,0,4194304,0.0,False
0038_organic_wood,0,4194304,0.0,False
acg_chipboard_002,0,4194304,0.0,False
tc_fabric_002,0,4194304,0.0,False
0145_fabric_suit_vintage,0,4194304,0.0,False
tc_concrete_006,0,4194304,0.0,False
1726_old_brick_generator,0,4194304,0.0,False
0225_bark_old_ginko,0,4194304,0.0,False
2092_square_wall,0,4194304,0.0,False
acg_leather_019,0,4194304,0.0,False
st_fabric_127,0,4194304,0.0,False
0193_aluminium_brushed,4194304,4194304,1.0,True
1602_japanese_style_concrete_retaining_wall_01,0,4194304,0.0,False
acg_fabric_065,0,4194304,0.0,False
1379_camouflage_001,0,4194304,0.0,False
st_tiling_073,0,4194304,0.0,False
st_square_parquet_021,0,4194304,0.0,False
acg_painted_bricks_005,0,4194304,0.0,False
acg_metal_003,4193729,4194304,0.9998629093170166,True
acg_painted_plaster_003,0,4194304,0.0,False
st_woodparquet_094,0,4194304,0.0,False
js_stylized_026_metallic_plates,4194304,4194304,1.0,True
0527_wood_024_walnut,0,4194304,0.0,False
2012_duct_tape,4194304,4194304,1.0,True
st_fabric_063_004,0,4194304,0.0,False
1114_damaged_broken_wall_v2,0,4194304,0.0,False
ms_gravel_031__grass_003,0,4194304,0.0,False
0556_metal_steel_bumped,4093571,4194304,0.9759833812713623,True
ms_paving_stones_011__grass_004,0,4194304,0.0,False
0875_aged_chrome,4194186,4194304,0.999971866607666,True
1024_metal_steel_brushed,4186150,4194304,0.9980559349060059,True
0114_cliff,0,4194304,0.0,False
1159_fake_croc,0,4194304,0.0,False
0761_macro_hull,4194304,4194304,1.0,True
0776_stylized_rock,0,4194304,0.0,False
acg_corrugated_steel_004,30,4194304,7.152557373046875e-06,False
0159_fabric_suit_vintage,0,4194304,0.0,False
th_old_sandstone_002,0,4194304,0.0,False
0524_wood_024_walnut,0,4194304,0.0,False
1482_sand_dunes,0,4194304,0.0,False
th_castle_brick_007,0,4194304,0.0,False
1556_furniture_plastic_melamine,0,4194304,0.0,False
st_stone_wall_013,0,4194304,0.0,False
0189_aluminium_brushed,4194304,4194304,1.0,True
acg_painted_plaster_009,0,4194304,0.0,False
1046_wicker_v2,593375,4194304,0.14147162437438965,False
tc_fabrics_075,0,4194304,0.0,False
acg_cardboard_002,0,4194304,0.0,False
0318_marble_wall_01,3300543,4194304,0.7869107723236084,True
1009_concrete_tiles_002_bitmap,0,4194304,0.0,False
tc_metal_064,4168864,4194304,0.9939346313476562,True
0866_aged_chrome,4193925,4194304,0.9999096393585205,True
2159_copper_plates,4194142,4194304,0.9999613761901855,True
st_hungarian_parquet_002,0,4194304,0.0,False
acg_planks_023_a,3792,4194304,0.000904083251953125,False
st_forest_brown_marble_001,0,4194304,0.0,False
acg_wood_siding_001,9781,4194304,0.002331972122192383,False
1885_roofing,0,4194304,0.0,False
1835_wood_stylized_planks,0,4194304,0.0,False
acg_tiles_105,0,4194304,0.0,False
tc_tiles_103,0,4194304,0.0,False
2070_interior_walls,4194304,4194304,1.0,True
tc_tiles_081,0,4194304,0.0,False
1774_fabric_silk,4194304,4194304,1.0,True
acg_metal_walkway_003,3974328,4194304,0.9475536346435547,True
acg_wood_003,0,4194304,0.0,False
0583_pw_plank_wood_base,0,4194304,0.0,False
tc_tiles_077,0,4194304,0.0,False
tc_fabrics_084,0,4194304,0.0,False
1729_old_brick_generator,0,4194304,0.0,False
acg_clay_002,0,4194304,0.0,False
1982_damaged_painted_brick_wall,0,4194304,0.0,False
st_ceramic_046,0,4194304,0.0,False
acg_sign_001,0,4194304,0.0,False
st_grunge_dark_ceramic_022,0,4194304,0.0,False
st_pavement_022,0,4194304,0.0,False
0139_fabric_suit_vintage,0,4194304,0.0,False
js_wood_002,0,4194304,0.0,False
st_fabric_129,0,4194304,0.0,False
acg_granite_007_b,0,4194304,0.0,False
cgbc_black_leather_001,0,4194304,0.0,False
tc_wood_002,0,4194304,0.0,False
acg_tiles_098,0,4194304,0.0,False
acg_tiles_128_b,0,4194304,0.0,False
th_rock_embedded_concrete_wall,0,4194304,0.0,False
st_tiling_061,0,4194304,0.0,False
acg_planks_029_s,0,4194304,0.0,False
acg_planks_025_c,1663,4194304,0.00039649009704589844,False
tc_tiles_033,0,4194304,0.0,False
acg_wood_siding_007,0,4194304,0.0,False
acg_concrete_021,0,4194304,0.0,False
ms_plastic002_007,0,4194304,0.0,False
1936_ceramic_004,0,4194304,0.0,False
acg_tiles_070,0,4194304,0.0,False
st_tiling_055,0,4194304,0.0,False
1930_ceramic_004,0,4194304,0.0,False
ms_concrete_041_d__moss_003,927,4194304,0.00022101402282714844,False
0226_stucco,0,4194304,0.0,False
tc_bricks_004,0,4194304,0.0,False
acg_paving_stones_035,0,4194304,0.0,False
acg_planks_019,15720,4194304,0.0037479400634765625,False
ms_gravel_022__grass_002,0,4194304,0.0,False
js_metal_knurled_001_003,4194304,4194304,1.0,True
st_black_tiling_015,0,4194304,0.0,False
0918_ceramic_mat,0,4194304,0.0,False
0054_cardboard,0,4194304,0.0,False
1710_stone_tiles_001,0,4194304,0.0,False
acg_paving_stones_112,0,4194304,0.0,False
ms_paintedplaster002_039,0,4194304,0.0,False
st_fabric_123,0,4194304,0.0,False
0963_arcane_arabesque_patterns,1725417,4194304,0.41137146949768066,True
ms_leather_019,0,4194304,0.0,False
ms_cracked_red_ground__stylized_15_grass,0,4194304,0.0,False
1457_base_wood,0,4194304,0.0,False
acg_paving_stones_099,0,4194304,0.0,False
acg_concrete_011,0,4194304,0.0,False
ms_plastic002_033,0,4194304,0.0,False
acg_terrazzo_019_s,0,4194304,0.0,False
